Base Word,Guideword,Level,Part of Speech,Topic
What if ...?,,B1,phrase,communication
What's up?,,B1,phrase,
wheelchair,,B1,noun,
whenever,EVERY TIME,B1,conjunction,
wherever,EVERY PLACE,B1,conjunction,
whether,IF,B1,conjunction,
whether... or,,B1,phrase,communication
which,ADDING INFORMATION,B1,pronoun,communication
while,COMPARING,B1,conjunction,communication
white,PERSON,B1,adjective,people: appearance
who,ADDING INFORMATION,B1,pronoun,
whose,ASKING WHO,B1,determiner,
whose,MORE INFORMATION,B1,determiner,
whose,,B1,pronoun,
why,TALK ABOUT REASON,B1,adverb,
why not?,,B1,phrase,communication
wildlife,,B1,noun,"animals, natural world"
win,ELECTION,B1,verb,"people: actions, politics"
window,COMPUTER,B1,noun,technology
windshield,,B1,noun,travel
windsurfing,,B1,noun,shopping
wing,CREATURE,B1,noun,animals
wish sb luck,,B1,phrase,communication
wish (that),,B1,phrase,people: personality
with,WHAT,B1,preposition,describing things
with,HOW,B1,preposition,
within,TIME,B1,preposition,
within,DISTANCE,B1,preposition,describing things
without delay,,B1,phrase,
without delay,,B1,phrase,
with the help of  sth,,B1,phrase,
wonder,QUESTION,B1,verb,
wonder,POLITE REQUEST,B1,verb,communication
work,EFFORT,B1,noun,people: actions
work,SUCCEED,B1,verb,
working,JOB,B1,adjective,work
workout,,B1,noun,"people: actions, shopping"
work out,EXERCISE,B1,phrasal verb,"people: actions, shopping"
world,GROUP,B1,noun,
worry,PROBLEM,B1,noun,people: personality
worse,COMPARATIVE,B1,adverb,
worst,MOST UNPLEASANT/DIFFICULT,B1,noun,describing things
would,SAID/THOUGHT,B1,modal verb,
would,IF,B1,modal verb,
would,WILLING/ABLE,B1,modal verb,
would,IMAGINE,B1,modal verb,
would rather,,B1,phrase,people: personality
would rather,,B1,phrase,people: personality
Would you mind ...?,,B1,phrase,communication
Would you mind...?,,B1,phrase,communication
wrap,COVER,B1,verb,people: actions
wrap sth up or wrap up sth,,B1,phrasal verb,people: actions
write,CREATE,B1,verb,communication
writer,,B1,noun,"communication, work"
write sth down or write down sth,,B1,phrasal verb,"communication, people: actions"
writing,STYLE,B1,noun,communication
written,,B1,adjective,communication
wrong,PROBLEM,B1,adjective,
yard,UNIT OF MEASUREMENT,B1,noun,describing things
yet,,B1,conjunction,
yoga,,B1,noun,shopping
you know,,B1,phrase,communication
your,PEOPLE GENERALLY,B1,determiner,
Yours sincerely,,B1,phrase,communication
"Yours truly,",,B1,phrase,communication
youth,YOUNG PEOPLE,B1,noun,people: appearance
zero,TEMPERATURE,B1,number,natural world
zone,,B1,noun,
"6 inches/4 feet, etc. deep",,B2,phrase,describing things
a balanced diet/meal,,B2,phrase,"describing things, food and drink"
abandon,LEAVE,B2,verb,
abandoned,EMPTY,B2,adjective,
abandoned,LEFT SOMEWHERE,B2,adjective,
a bit,,B2,phrase,
abolish,,B2,verb,
a broken heart,,B2,phrase,"people: personality, relationships"
absence,NOT PRESENT,B2,noun,
absence,NOT EXISTING,B2,noun,
absolute,,B2,adjective,communication
Absolutely!,,B2,phrase,communication
absorb,TAKE IN,B2,verb,
abstract,IDEAS,B2,adjective,
abstract,ART,B2,adjective,arts and media
absurd,,B2,adjective,describing things
abuse,BAD TREATMENT,B2,noun,
abuse,WRONG USE,B2,noun,
academic,,B2,adjective,education
accent,MARK,B2,noun,communication
accept,ADMIT,B2,verb,
accept,ALLOW TO JOIN,B2,verb,
accept responsibility/blame,,B2,phrase,
access,,B2,verb,technology
accessible,,B2,adjective,
accidental,,B2,adjective,
accommodations,,B2,noun,
according to,METHOD,B2,preposition,
account,REPORT,B2,noun,communication
accuracy,,B2,noun,describing things
accurate,,B2,adjective,describing things
accurately,,B2,adverb,
accuse,,B2,verb,"communication, crime"
a certain,,B2,phrase,
ache,,B2,verb,body and health
acid,,B2,noun,natural world
acquire,GET,B2,verb,people: actions
acquire,LEARN,B2,verb,people: actions
act,DO SOMETHING,B2,verb,people: actions
act,THING DONE,B2,noun,people: actions
act as sth,,B2,phrasal verb,work
action,DO,B2,noun,people: actions
active,INVOLVED,B2,adjective,
actively,,B2,adverb,
activity,WORK,B2,noun,work
activity,MOVEMENT,B2,noun,
actual,REAL,B2,adjective,
actually,OPPOSITE,B2,adverb,communication
adapt,CHANGE BEHAVIOR,B2,verb,people: actions
adapt,CHANGE SOMETHING,B2,verb,people: actions
addict,,B2,noun,body and health
addicted,LIKING,B2,adjective,people: personality
addicted,DRUGS,B2,adjective,body and health
addiction,,B2,noun,body and health
addition,NEW THING,B2,noun,
addition,NUMBERS/AMOUNTS,B2,noun,describing things
additional,,B2,adjective,describing things
add to sth,,B2,phrasal verb,
a deep sleep,,B2,phrase,
adequate,ENOUGH,B2,adjective,describing things
adequate,GOOD ENOUGH,B2,adjective,describing things
adequately,,B2,adverb,describing things
adjust,CHANGE BEHAVIOR,B2,verb,people: actions
adjust,CHANGE,B2,verb,people: actions
adjustment,,B2,noun,people: actions
admiration,,B2,noun,people: personality
admire,RESPECT,B2,verb,people: personality
admission,PERMISSION,B2,noun,education
admittedly,,B2,adverb,communication
adopt,TAKE CHILD,B2,verb,relationships
adopt,START,B2,verb,people: actions
adopted,,B2,adjective,relationships
adoption,,B2,noun,relationships
a dose of sth,,B2,phrase,
advance,PROGRESS,B2,noun,
advantage,SUCCESS,B2,noun,
adventurous,,B2,adjective,people: personality
advertising,,B2,noun,"arts and media, work"
affair,RELATIONSHIP,B2,noun,relationships
affair,SITUATION,B2,noun,
affect,CAUSE EMOTION,B2,verb,
affect,CAUSE CHANGE,B2,verb,
affection,,B2,noun,people: personality
after,BECAUSE OF,B2,preposition,
against,NOT AGREE,B2,preposition,communication
against the law,,B2,phrase,crime
age,PERIOD,B2,noun,
agent,BUSINESS,B2,noun,"shopping, work"
agent,SECRET INFORMATION,B2,noun,work
aggressive,VIOLENT,B2,adjective,people: personality
aggressively,,B2,adverb,people: personality
a good/great deal,,B2,phrase,describing things
a great deal,,B2,phrase,describing things
agree,SAY YES,B2,verb,
agreement,DECISION,B2,noun,communication
agreement,SAME OPINION,B2,noun,communication
agree with sth,,B2,phrasal verb,
agriculture,,B2,noun,
a handful of,,B2,phrase,describing things
ahead,MORE POINTS,B2,adverb,
aircraft,,B2,noun,travel
alike,SIMILAR,B2,adverb,
alike,BOTH,B2,adverb,
a little,,B2,phrase,describing things
all along,,B2,phrase,
all along,,B2,phrase,
all in all,,B2,phrase,communication
all of a sudden,,B2,phrase,
all of a sudden,,B2,phrase,
all over again,,B2,phrase,
all over again,,B2,phrase,
all over again,,B2,phrase,
all over the place,,B2,phrase,
all over the place,,B2,phrase,
all the way,,B2,phrase,
along,PARTICULAR PLACE,B2,adverb,
along with sb/sth,,B2,phrase,
alphabetical,,B2,adjective,communication
alter,,B2,verb,
alternative,DIFFERENT PLAN,B2,adjective,
alternative,,B2,noun,
alternative,NOT USUAL,B2,adjective,
alternatively,,B2,adverb,communication
altogether,COMPLETELY,B2,adverb,
altogether,GENERALLY,B2,adverb,
aluminum,,B2,noun,natural world
always,MANY TIMES,B2,adverb,
a mass of sth,,B2,phrase,describing things
amazement,,B2,noun,people: personality
ambassador,,B2,noun,"politics, work"
ambition,STRONG FEELING,B2,noun,people: personality
ambitious,PERSON,B2,adjective,people: personality
ambitious,PLAN,B2,adjective,
among,IN THE MIDDLE,B2,preposition,describing things
among,IN A GROUP,B2,preposition,
among other things,,B2,phrase,communication
among other things,,B2,phrase,communication
"among the best/worst/biggest, etc.",,B2,phrase,
amuse,MAKE LAUGH,B2,verb,communication
amuse,KEEP INTERESTED,B2,verb,
amused,FUNNY,B2,adjective,people: personality
amusement,FEELING,B2,noun,people: personality
amusement,ENTERTAINMENT,B2,noun,
analysis,,B2,noun,
analyst,,B2,noun,work
analyze,,B2,verb,people: actions
"an army/prison/refugee, etc. camp",,B2,phrase,buildings
an awful lot (of sth),,B2,phrase,describing things
ancestor,,B2,noun,relationships
anger,,B2,noun,people: personality
animal,NOT A PLANT,B2,noun,
annually,,B2,adverb,
a number of sth,,B2,phrase,
anxiety,,B2,noun,people: personality
anxious,EAGER,B2,adjective,people: personality
anxiously,,B2,adverb,people: personality
"any day/minute/time, etc. now",,B2,phrase,
anyhow,DESPITE,B2,adverb,communication
anyhow,MORE IMPORTANTLY,B2,adverb,communication
anyhow,EARLIER SUBJECT,B2,adverb,communication
anything like,,B2,phrase,
apart,INTO PIECES,B2,adverb,
apart,RELATIONSHIP,B2,adverb,
a pile of/ piles of sth,,B2,phrase,describing things
apostrophe,,B2,noun,communication
apparent,OBVIOUS,B2,adjective,
apparently,AS HEARD/READ,B2,adverb,communication
apparently,SEEMS TRUE,B2,adverb,communication
appeal,QUALITY,B2,noun,people: personality
appeal,ATTRACT,B2,verb,people: personality
appear,BECOME AVAILABLE,B2,verb,shopping
appearance,IN PUBLIC,B2,noun,arts and media
appearance,BECOMING AVAILABLE,B2,noun,shopping
application,COMPUTER SOFTWARE,B2,noun,technology
apply,AFFECT,B2,verb,
appreciate,VALUE,B2,verb,people: personality
appreciation,,B2,noun,people: personality
approach,DEAL WITH,B2,verb,
approach,COME CLOSE,B2,verb,people: actions
approach,METHOD,B2,noun,
approach,COMING CLOSER,B2,noun,travel
appropriate,,B2,adjective,describing things
appropriately,,B2,adverb,
approval,GOOD OPINION,B2,noun,"communication, people: personality"
approval,PERMISSION,B2,noun,communication
approve,GOOD OPINION,B2,verb,people: personality
approximate,,B2,adjective,describing things
area,SUBJECT,B2,noun,
argue,GIVE REASONS,B2,verb,communication
argument,REASON,B2,noun,communication
armed,WEAPONS,B2,adjective,
arrange,PUT IN POSITION,B2,verb,people: actions
arrangement,POSITION,B2,noun,
arrangement,AGREEMENT,B2,noun,communication
arrest,,B2,noun,crime
arrogant,,B2,adjective,people: personality
arrow,SYMBOL,B2,noun,communication
arrow,WEAPON,B2,noun,shopping
artificial,NOT NATURAL,B2,adjective,describing things
artificially,,B2,adverb,
artistic,RELATING TO ART,B2,adjective,arts and media
artistic,CREATIVE ABILITY,B2,adjective,"arts and media, people: personality"
arts,,B2,phrase,arts and media
as a matter of fact,,B2,phrase,communication
as a matter of fact,,B2,phrase,communication
as a matter of fact,,B2,phrase,communication
as a result of sth,,B2,phrase,
as a whole,,B2,phrase,
as a whole,,B2,phrase,describing things
as far as I know,,B2,phrase,communication
as far as I know,,B2,phrase,communication
as far as I know,,B2,phrase,communication
as far as sb is concerned,,B2,phrase,
as far as sb is concerned,,B2,phrase,
as far as sb is concerned,,B2,phrase,communication
as far as sth is concerned,,B2,phrase,
as far as sth is concerned,,B2,phrase,
as far as sth is concerned,,B2,phrase,communication
as follows,,B2,phrase,communication
as follows,,B2,phrase,communication
as for,,B2,phrase,communication
"a sharp rise/increase/drop, etc.",,B2,phrase,
"a short/ten-minute, etc., walk",,B2,phrase,
aside,SAVE,B2,adverb,
aside,MOVE TO SIDE,B2,adverb,
aside from sth,,B2,phrase,communication
as if,,B2,phrase,
as if/as though,,B2,phrase,
aspect,,B2,noun,
assess,,B2,verb,people: actions
assessment,,B2,noun,people: actions
assist,,B2,verb,people: actions
assistance,,B2,noun,people: actions
association,,B2,noun,
assume,,B2,verb,communication
assure,,B2,verb,communication
as though,,B2,phrase,
astonished,,B2,adjective,people: personality
astonishing,,B2,adjective,people: personality
astonishment,,B2,noun,people: personality
a stream of sth,,B2,phrase,
at,AMOUNT,B2,preposition,describing things
at all costs,,B2,phrase,
at all costs,,B2,phrase,
(at) any minute; any minute now,,B2,phrase,
at ease,,B2,phrase,people: personality
at fault,,B2,phrase,
at fault,,B2,phrase,
athletic,,B2,adjective,"body and health, shopping"
at least,,B2,phrase,communication
at least,,B2,phrase,communication
atmosphere,AIR INSIDE,B2,noun,natural world
atom,,B2,noun,natural world
atomic,,B2,adjective,technology
at once,,B2,phrase,
at once,,B2,phrase,
at risk,,B2,phrase,
at risk,,B2,phrase,
at sb's disposal,,B2,phrase,
at sb's disposal,,B2,phrase,
attached,CONNECTED TO,B2,adjective,describing things
attachment,EQUIPMENT,B2,noun,
attachment,COMPUTING,B2,noun,technology
attempt,,B2,noun,people: actions
attic,,B2,noun,buildings
attract/get (sb's) attention,,B2,phrase,
attractive,INTERESTING,B2,adjective,
at your convenience,,B2,phrase,
audience,TYPE,B2,noun,arts and media
authority,POWER,B2,noun,
automatic,MACHINE,B2,adjective,technology
automatically,MACHINE,B2,adverb,technology
automatically,PERSON,B2,adverb,
availability,,B2,noun,
avoid,PREVENT,B2,verb,people: actions
avoid doing sth,,B2,phrase,people: actions
award,,B2,verb,money
award,PRIZE,B2,noun,money
aware,,B2,adjective,people: personality
away,GRADUALLY,B2,adverb,
awkward,DIFFICULT,B2,adjective,
awkward,EMBARRASSING,B2,adjective,people: personality
a working knowledge of sth,,B2,phrase,
a working knowledge of sth,,B2,phrase,
back,STATE,B2,adverb,
back,EARLIER,B2,adverb,
back,AWAY FROM,B2,adverb,
background,SOUND,B2,noun,
background,PICTURE,B2,noun,arts and media
background,SITUATION,B2,noun,
backup,EXTRA HELP,B2,noun,
backup,COPY,B2,noun,technology
back up sb or back sb up,,B2,phrasal verb,people: actions
back up (sth) or back (sth) up,,B2,phrasal verb,"people: actions, technology"
bad,NOT FRESH,B2,adjective,"describing things, food and drink"
badge,,B2,noun,clothes
badly,UNPLEASANT,B2,adverb,describing things
bad-tempered,,B2,adjective,people: personality
bakery,,B2,noun,"shopping, work"
balance,EQUAL IMPORTANCE,B2,noun,
balance,WEIGHT,B2,noun,
balance,MONEY,B2,noun,money
balance,NOT FALLING,B2,verb,
balance,EQUAL IMPORTANCE,B2,verb,
balanced,FAIR,B2,adjective,"describing things, people: personality"
ballet,,B2,noun,arts and media
ban,,B2,verb,communication
ban,,B2,noun,communication
bang,,B2,verb,people: actions
bang,,B2,noun,
bank,RIVER,B2,noun,natural world
bank account,,B2,noun,money
banker,,B2,noun,"money, work"
banking,BUSINESS,B2,noun,"money, work"
bar,BLOCK,B2,noun,describing things
bar,LONG PIECE,B2,noun,
bark,DOG,B2,verb,animals
barrier,PREVENTING,B2,noun,
barrier,FENCE,B2,noun,buildings
bartender,,B2,noun,"food and drink, work"
base,BOTTOM,B2,noun,describing things
base,MILITARY,B2,noun,
basement,,B2,noun,buildings
basically,MOSTLY,B2,adverb,communication
basically,SIMPLY,B2,adverb,
basis,METHOD,B2,noun,
battle,PROBLEMS/ILLNESS,B2,noun,
be a bad/good influence (on sb),,B2,phrase,people: personality
be about to do sth,,B2,phrase,
be absorbed in sth,,B2,phrase,
be a disgrace,,B2,phrase,
be aimed at sb,,B2,phrase,
beam,,B2,noun,
be a pain,IDIOM,B2,phrase,
be a piece of cake,IDIOM,B2,phrase,
be a piece of cake,,B2,phrase,people: personality
be around,,B2,phrase,
be ashamed of sb,,B2,phrase,people: personality
be associated with sth,,B2,phrase,
beat,BETTER THAN,B2,verb,
beat,HIT,B2,verb,people: actions
beat,REGULAR SOUND,B2,noun,body and health
beat,MUSIC,B2,noun,arts and media
be at/on the point of doing sth,,B2,phrase,
be attracted to sb,,B2,phrase,"people: personality, relationships"
beat up sb or beat sb up,,B2,phrasal verb,people: actions
be based in/at,,B2,phrase,
become a reality,,B2,phrase,
be coming up,,B2,phrase,
be conscious of/that,,B2,phrase,people: personality
be designed for/to do sth,,B2,phrase,
be expecting (a baby),,B2,phrase,body and health
be exposed to sth,,B2,phrase,
be familiar with sth/sb,,B2,phrase,people: personality
before (very/too) long,,B2,phrase,
before (very/too) long,,B2,phrase,
be found,,B2,phrase,
beg,STRONG REQUEST,B2,verb,communication
beg,VERY POOR,B2,verb,communication
be/get carried away,,B2,phrasal verb,people: personality
be/get hooked on sth,,B2,phrase,
be/get involved (in/with sth),,B2,phrase,
"be/get swept along/away, etc.",,B2,phrase,
be hard on sb,,B2,phrase,people: personality
be/have nothing to do with sb,,B2,phrase,
be heading for sth,,B2,phrasal verb,
behind bars,,B2,phrase,
behind bars,,B2,phrase,
be in a dream,,B2,phrase,
be in a mood,,B2,phrase,people: personality
be in doubt,,B2,phrase,
be in favor of sth,,B2,phrase,people: personality
be in favor of sth,,B2,phrase,people: personality
be in need of sth,,B2,phrase,
(be) in your eighties/80s,,B2,phrase,people: appearance
(be) in your fifties/50s,,B2,phrase,people: appearance
(be) in your forties/40s,,B2,phrase,people: appearance
(be) in your nineties/90s,,B2,phrase,people: appearance
(be) in your seventies/70s,,B2,phrase,people: appearance
(be) in your sixties/60s,,B2,phrase,people: appearance
(be) in your thirties/30s,,B2,phrase,people: appearance
(be) in your twenties/20s,,B2,phrase,people: appearance
belief,TRUE,B2,noun,people: personality
belief,IDEA,B2,noun,
believe in sth/doing sth,,B2,phrasal verb,people: personality
bell,METAL OBJECT,B2,noun,
belong,RIGHT PLACE,B2,verb,
belong,HAPPY SOMEWHERE,B2,verb,people: personality
belongings,,B2,noun,
be/mean everything,,B2,phrase,
bench,,B2,noun,buildings
bend,BODY,B2,verb,people: actions
bend,CURVE,B2,verb,
bend,,B2,noun,
beneath,UNDER,B2,preposition,describing things
beneficial,,B2,adjective,describing things
benefit,,B2,verb,
be no good or be not any/much good,,B2,phrase,
be no good or be not any/much good,,B2,phrase,
be none of sb's  business,,B2,phrase,communication
be none of sb's  business,,B2,phrase,communication
be no use doing sth,,B2,phrase,
be obliged to do sth,,B2,phrase,
