Word,Level,Guideword,Part of Speech,Topic
pavement,B2,,noun,
paw,B2,,noun,animals
pay,A1,GIVE MONEY,verb,"money, shopping"
pay a compliment,C2,,phrase,communication
pay attention,B1,,phrase,
pay back,B1,,phrasal verb,money
pay off,B2,,phrasal verb,
pay off or pay off,B2,,phrasal verb,money
pay the price,C2,IDIOM,phrase,
pay tribute to,C2,,phrase,communication
payable,C1,TO BE PAID,adjective,money
payment,B2,,noun,money
pc,A2,,noun,technology
pea,B1,,noun,food and drink
peace,B1,,phrase,
peace of mind,C2,,phrase,
peaceful,B1,CALM,adjective,people: personality
peacefully,B2,,adverb,people: personality
peach,B1,,noun,food and drink
peak,B1,MOUNTAIN TOP,noun,natural world
peanut,B1,,noun,food and drink
pear,A2,,noun,food and drink
peasant,C1,,noun,
peculiar,B2,,adjective,
peculiar to,C2,,phrase,
pedal,B2,,noun,technology
pedestrian,B1,,noun,
peek,C1,,noun,
peek at,C2,,phrase,people: actions
peek out,C2,,phrase,
peel,B2,FOOD,verb,"food and drink, people: actions"
peep through,C2,,phrase,
peer,C1,,noun,
peer at,C2,,phrase,people: actions
peer pressure,C2,,noun,
pen,A1,,noun,communication
pen pal,A2,,noun,"communication, relationships"
penalty,B2,PUNISHMENT,noun,crime
pencil,A1,,noun,communication
penguin,B1,,noun,animals
penny,B1,,noun,money
pension,B2,,noun,"money, work"
people,A1,,noun,
pepper,A2,POWDER,noun,food and drink
per,A2,,preposition,
perceive,C1,THINK,verb,
percent,B1,,adverb,describing things
percentage,B2,,noun,describing things
perception,C2,,noun,
perceptive,C2,,adjective,people: personality
perfect,A2,WITHOUT FAULT,adjective,describing things
perfection,C1,,noun,
perfectly,B1,WITHOUT FAULT,adverb,
perform,B1,ENTERTAIN,verb,"arts and media, people: actions"
performance,B1,ENTERTAINMENT,noun,arts and media
performer,B1,,noun,arts and media
perfume,A2,,noun,people: appearance
perhaps,A2,,adverb,
period,B1,TIME,noun,
perk,C1,,noun,work
permanent,B1,,adjective,
permanently,B2,,adverb,
permission,B1,,noun,
permit,B1,,verb,
perseverance,C2,,noun,
persist,C2,CONTINUE TO EXIST,verb,
persistence,C2,,noun,
persistent,C2,,adjective,people: personality
person,A1,HUMAN,noun,
personal,B1,RELATING TO A PERSON,adjective,
personal hygiene,C1,,phrase,
personality,B2,CHARACTER,noun,people: personality
personally,B1,OPINION,adverb,communication
personally speak,B2,,phrase,communication
personnel,C1,,noun,work
perspective,C1,WAY OF THINKING,noun,
persuade,B1,MAKE SOMEONE AGREE,verb,communication
persuasion,C2,,noun,communication
persuasive,C1,,adjective,
pessimistic,B2,,adjective,people: personality
pet,A1,,noun,animals
petrify,B2,,adjective,people: personality
petty,C2,,adjective,
pharmacist,B2,,noun,"body and health, work"
pharmacy,B1,,noun,"body and health, shopping"
phase,B2,,noun,
phenomenal,C2,,adjective,
phenomenon,C1,,noun,
philosopher,B2,,noun,
philosophical,C2,CALM,adjective,people: personality
philosophy,B2,STUDY,noun,education
phone,A1,,noun,"communication, technology"
photo,A1,,noun,arts and media
photocopy,B1,,noun,communication
photograph,A2,,noun,arts and media
photographer,A2,,noun,"arts and media, work"
photography,A2,,noun,arts and media
phrasal verb,B1,,noun,
phrase,B1,,noun,communication
physic,A2,,noun,education
physical,B2,,adjective,body and health
physically,B2,,adverb,body and health
piano,A2,,noun,arts and media
pick,B1,CHOOSE,verb,people: actions
pick on,B2,,phrasal verb,communication
pick up,A2,LIFT,phrasal verb,people: actions
pick up or pick up,B2,,phrasal verb,education
pick up the piece,C2,IDIOM,phrase,
picnic,A1,,noun,food and drink
picture,A1,"DRAWING, ETC.",noun,arts and media
picturesque,B2,,adjective,
pie,B1,,noun,food and drink
piece,A2,SINGLE THING,noun,describing things
pig,A1,,noun,animals
pile,B1,HEAP,noun,describing things
pile of,B2,,phrase,describing things
pile up,B2,,phrasal verb,
pill,B1,,noun,body and health
pillow,A2,FOR BED,noun,buildings
pilot,A2,,noun,"travel, work"
pin,B1,,noun,
pine,B2,,noun,natural world
pineapple,B1,,noun,food and drink
pink,A2,,adjective,describing things
pinpoint,C2,,verb,
pint,B2,,noun,describing things
pioneer,C2,,noun,
pipe,B1,,noun,
pirate,B1,,noun,crime
pit,C2,,noun,
pitch,C2,,noun,arts and media
pitch - black,C2,,adjective,describing things
pitch - dark,C2,,adjective,describing things
pitch a tent,B2,,phrase,people: actions
pitiful,C2,,adjective,describing things
pity,B2,SYMPATHY,noun,people: personality
pizza,A1,,noun,food and drink
place,A1,SOMEWHERE,noun,natural world
place an advertisement,C1,,phrase,
place emphasis,C2,,phrase,
place in,B2,,phrase,people: actions
plague,C2,,noun,body and health
plain,B1,SIMPLE,adjective,
plan,A2,ARRANGEMENT,noun,
plan to do,A2,,phrase,
plane,A1,,noun,travel
planet,B1,,noun,natural world
planning,B2,DECIDING,noun,
plant,A1,,noun,natural world
plant kingdom,C2,,phrase,natural world
plastic,A2,,noun,
plate,A1,,noun,food and drink
platform,A2,TRAIN,noun,travel
plausible,C2,,adjective,
play,A1,CHILDREN,verb,"people: actions, shopping"
play a joke,B2,,phrase,people: personality
play a part in,B2,,phrase,
play by ear,C2,,phrase,arts and media
play game,C2,IDIOM,phrase,
play it by ear,C2,IDIOM,phrase,
play with fire,C2,IDIOM,phrase,
player,A1,SPORT/GAME,noun,shopping
playground,A2,,noun,shopping
plea,C2,,noun,communication
plead,C2,LEGAL,verb,crime
pleasant,A2,,adjective,describing things
pleasantly,B1,,adverb,
please,A1,,exclamation,communication
please to meet you,A2,,phrase,communication
pleasurable,C1,,adjective,describing things
pleasure,B1,FEELING,noun,people: personality
pleasure from,C2,,phrase,
plenty,B1,,pronoun,describing things
plight,C2,,noun,
plot,B2,STORY,noun,"arts and media, communication"
plug,B1,ELECTRICAL OBJECT,noun,technology
plug in,B2,,phrasal verb,"people: actions, technology"
plumber,B2,,noun,work
plump,C2,,adjective,body and health
plunge,C1,BECOME LOWER,verb,
plunge down,C2,,phrase,
plunge into,C2,,phrasal verb,people: actions
plural,A2,,noun,
plus,A2,,preposition,
pocket,A2,IN CLOTHING,noun,clothes
poem,B1,,noun,arts and media
poet,B1,,noun,arts and media
poetic,C2,,adjective,communication
poetry,B1,,noun,arts and media
point,A2,SHOW,verb,people: actions
point of view,B2,OPINION,noun,people: personality
point out or point out,B2,,phrasal verb,communication
pointless,C1,,adjective,
poison,B2,,noun,body and health
poisonous,B2,SUBSTANCE,adjective,body and health
poke your nose into,C2,IDIOM,phrase,
polar bear,B2,,noun,animals
pole,C2,,noun,
pole apart,C2,IDIOM,phrase,
police,A2,,noun,crime
police officer,A2,,noun,"crime, work"
police station,A2,,noun,"crime, buildings"
policeman,A2,,noun,"crime, work"
policewoman,A2,,noun,"crime, work"
policy,B2,PLAN,noun,politics
polite,A2,,adjective,people: personality
politely,B1,,adverb,people: personality
politeness,B2,,noun,people: personality
politic,B1,,noun,politics
political,B1,,adjective,politics
politically,C1,,adverb,
politician,B1,,noun,"politics, work"
pollute,B2,,verb,"natural world, people: actions"
pollution,B1,,noun,natural world
pond,B2,,noun,natural world
ponder,C2,,verb,
pony,C1,,noun,animals
pool,A2,SWIM,noun,shopping
poor,A1,NO MONEY,adjective,money
poor in,B2,,phrase,
poor taste,C2,,phrase,
poorer,C2,,phrase,
poorly,C1,,adverb,
pop,A2,,noun,arts and media
popcorn,B1,,noun,
popular,A2,LIKED,adjective,
popularity,B2,,noun,
populate,C1,,phrase,
population,B1,NUMBER,noun,
pork,B1,,noun,food and drink
port,B1,,noun,travel
portable,C1,,adjective,describing things
portion,B2,FOOD,noun,food and drink
portrait,B2,,noun,arts and media
portray,C2,,verb,arts and media
portrayal,C2,,noun,
pose,C1,BE STILL,verb,people: actions
pose a,C2,,phrase,
pose a danger,C1,,phrase,
pose as,C2,,phrasal verb,
position,B1,SITUATION,noun,
positive,B1,HAPPY,adjective,people: personality
positively,B2,,adverb,people: personality
possess,C1,,verb,
possession,B2,,noun,
possessive,B1,GRAMMAR,adjective,
possibility,B1,MAY HAPPEN/BE TRUE,noun,
possible,A1,CAN HAPPEN,adjective,
possibly,A2,NOT CERTAIN,adverb,
post,B1,WEB SITE,verb,"communication, people: actions, technology"
post office,A2,,noun,buildings
post to france,C2,,phrase,
postal,C1,,adjective,
postcard,A2,,noun,communication
poster,A2,,noun,arts and media
postpone,B1,,verb,people: actions
posture,C1,,noun,body and health
pot,B1,,noun,food and drink
potato,A1,,noun,food and drink
potato chip,A2,,noun,food and drink
potential,B2,,adjective,
potentially,B2,,adverb,
pottery,B2,OBJECTS,noun,
pound,B2,,noun,describing things
pour,B1,LIQUID,verb,people: actions
pour into,B2,,phrase,
pour out or pour out,B2,,phrasal verb,people: personality
poverty,B2,,noun,money
powder,B1,,noun,
power,B1,ELECTRICITY,noun,technology
powerful,B1,CONTROL,adjective,people: personality
powerfully,B2,,adverb,
practical,B2,REAL,adjective,
practically,B2,,adverb,
practice,A1,,verb,
practitioner,C2,,noun,
pragmatic,C2,,adjective,
praise,B2,,verb,communication
pray,A2,TO GOD,verb,communication
prayer,B1,,noun,communication
precaution,C1,,noun,
precede,C2,,verb,
precedent,C2,,noun,
precious,B2,VALUABLE,adjective,money
precise,B2,EXACT,adjective,describing things
precisely,B2,FOR EMPHASIS,adverb,communication
predator,C1,,noun,animals
predecessor,C2,,noun,
predict,B1,,verb,communication
predictable,B2,,adjective,
prediction,B2,,noun,communication
predominant,C2,,adjective,
predominantly,C2,,adverb,
prefer,A2,CHOOSE,verb,people: personality
preferable,B2,,adjective,
preferably,B2,,adverb,
preference,B2,,noun,people: personality
prefix,B2,,noun,
pregnancy,C1,,noun,body and health
pregnant,B1,,adjective,body and health
prejudice,B2,,noun,
prejudiced,C1,,adjective,
preliminary,C1,,adjective,
premise,C1,,noun,buildings
premium,C2,PAYMENT,noun,
preparation,B1,GETTING READY,noun,people: actions
prepare,A2,GET READY,verb,people: actions
prepare to do,B2,,phrase,
preposition,B1,,noun,
prescribe,C2,,verb,body and health
prescription,B1,,noun,"body and health, communication"
presence,B2,IN A PLACE,noun,
presence of mind,C2,,phrase,
present,A2,SOMETHING GIVEN,noun,
present a problem,C1,,phrase,
presentation,B1,EVENT,noun,communication
presently,C1,,adverb,
preservation,C1,,noun,
preserve,B2,,verb,people: actions
presidency,B2,,noun,politics
president,A2,,noun,politics
presidential,B2,,adjective,politics
press,B1,PUSH,verb,people: actions
press charge,C2,,phrase,crime
pressure,B2,MAKE SOMEONE DO,noun,communication
prestige,C1,,noun,
prestigious,C1,,adjective,
presumably,B2,,adverb,
presume,C1,,verb,
presumption,C2,,noun,
pretend,B2,,verb,people: personality
pretty,A2,WOMAN,adjective,people: appearance
pretty much,B2,,phrase,
prevail,C2,,verb,
prevent,B1,,verb,people: actions
prevention,B2,,noun,people: actions
preventive,C2,,adjective,
previous,B1,,adjective,
previously,B1,,adverb,
prey,C2,,noun,animals
price,A2,COST,noun,"money, shopping"
priceless,B2,VALUABLE,adjective,
pride,B2,,phrase,people: personality
priest,B1,,noun,work
primarily,B2,,adverb,
primary,B2,,adjective,
prime,C2,MAIN,adjective,
prime minister,B2,,noun,"politics, work"
primitive,C1,NOT DEVELOPED,adjective,
prince,B1,,noun,
princess,B1,,noun,
principal,A2,,noun,"education, work"
principle,C1,IDEA,noun,
print,A2,WRITING/IMAGES,verb,communication
printer,A2,,noun,technology
prior,C1,BEFORE,adjective,
prior to,C1,,phrase,
priority,B2,,noun,people: personality
prison,B1,,noun,"crime, buildings"
prisoner,B1,PERSON IN PRISON,noun,crime
privacy,B2,,noun,
private,B1,,phrase,
privately,B2,,adverb,
privatize,C1,,verb,
privilege,C1,ADVANTAGE,noun,
privileged,C1,ADVANTAGE,adjective,
prize,A2,,noun,
probability,C1,,noun,
probable,B2,,adjective,
probably,A2,,adverb,
problem,A1,DIFFICULT SITUATION,noun,
problematic,C1,,adjective,
procedure,B2,,noun,
proceed,C1,CONTINUE,verb,
proceed to do,C2,,phrase,
proceeding,C2,LEGAL,noun,crime
process,B2,ACTIONS,noun,people: actions
procession,C2,,noun,
produce,B1,MAKE,verb,people: actions
producer,B2,,noun,"arts and media, work"
product,B1,,noun,shopping
production,B2,MAKING,noun,"people: appearance, work"
productive,B2,USEFUL,adjective,
productivity,C1,,noun,
profession,B1,WORK,noun,work
professional,B1,EARNING MONEY,adjective,"money, work"
professor,B1,,noun,"education, work"
profile,B2,DESCRIPTION,noun,communication
profit,B2,,noun,money
profitable,B2,MONEY,adjective,
profound,C2,FEELING,adjective,
profoundly,C2,,adverb,
program,A2,TV/RADIO,noun,arts and media
programmer,C1,,noun,"technology, work"
programming,B2,,noun,technology
progress,B1,IMPROVEMENT,noun,
progression,C1,,noun,
progressive,B2,MODERN,adjective,
prohibit,B2,,verb,
project,A2,SCHOOL WORK,noun,education
projection,C1,CALCULATION,noun,
prolong,C1,,verb,
prolonged,C1,,adjective,
prominent,C1,IMPORTANT,adjective,
promise,B1,SAY,verb,communication
promise to,B2,,phrase,
promote,B1,JOB,verb,work
promotion,B2,JOB,noun,work
prompt,B2,,adjective,
prompt to do,C2,,phrase,
promptly,B2,,adverb,
prone to,C2,,phrase,
pronoun,B1,,noun,
pronounce,B1,,verb,communication
pronunciation,B1,,noun,communication
proof,B2,,noun,
propaganda,C2,,noun,communication
proper,B1,,adjective,
proper noun,B2,,noun,
properly,B1,,adverb,
property,B1,THINGS OWNED,noun,
proportion,C1,PART OF TOTAL,noun,
proposal,B2,MARRY,noun,"communication, relationships"
propose,B2,SUGGEST,verb,communication
propose to do,B2,,phrase,
proposition,C1,,noun,
prosecute,C2,,verb,"crime, people: actions"
prosecution,C2,,noun,crime
prosecutor,C2,,noun,"crime, work"
prospect,B2,POSSIBILITY,noun,
prospective buyer,C1,,phrase,
prosper,C2,,verb,
prosperity,C1,,noun,money
prosperous,C1,,adjective,money
prostitute,C1,,noun,
protagonist,C2,,noun,arts and media
protect,B1,,verb,people: actions
protection,B2,,noun,
protective,B2,GIVING PROTECTION,adjective,
protein,C1,,noun,
protest,B2,,noun,communication
proud,B1,PLEASED,adjective,people: personality
proudly,B2,,adverb,people: personality
prove,B1,SHOW TRUTH,verb,people: actions
prove yourself,C2,,phrase,
proverb,C2,,noun,communication
provide,B1,,verb,people: actions
provide for,C2,MAKE PLANS,phrasal verb,
provider,C1,,noun,
province,C2,,noun,
provincial,C2,,adjective,
provision,C1,,noun,
provocation,C2,,noun,
provoke,C2,,verb,
proximity,C2,,noun,
psychiatrist,C2,,noun,"body and health, work"
psychological,B2,,adjective,body and health
psychologically,B2,,adverb,body and health
psychologist,B2,,noun,"body and health, work"
psychology,B2,,noun,"body and health, education"
pub,C1,,noun,"food and drink, buildings"
public,B1,GOVERNMENT,adjective,politics
public transportation,B1,,noun,travel
publication,B2,"BOOK, ETC.",noun,arts and media
publicity,B2,,noun,arts and media
publicly,C1,,adverb,
publish,B1,,verb,arts and media
publisher,B2,,noun,"arts and media, work"
pudding,B2,,noun,food and drink
pull,A2,MOVE TOWARD YOU,verb,people: actions
pull a muscle,C2,,phrase,body and health
pull down or pull down,B2,,phrasal verb,"buildings, people: actions"
pull in,B2,,phrasal verb,"people: actions, travel"
pull off,B1,,phrase,people: actions
pull out,B2,,phrasal verb,"people: actions, travel"
pull over,B2,,phrasal verb,"people: actions, travel"
pull string,C2,IDIOM,phrase,
pull up,B2,,phrasal verb,"people: actions, travel"
pull your weight,C2,IDIOM,phrase,
pull yourself along,B2,,phrase,people: actions
pullover,B1,,noun,clothes
pulse,C1,,noun,body and health
pump,B1,,noun,technology
punch,B2,,verb,people: actions
punctuation,B1,,noun,communication
punish,B1,,verb,"crime, people: actions"
punishment,B2,,noun,crime
pupil,B1,,noun,education
puppy,B1,,noun,animals
purchase,B2,,verb,"money, people: actions, shopping"
pure,B1,NOT MIXED,adjective,
purely,C1,,adverb,
purity,C1,,noun,
purple,A2,,adjective,describing things
purpose,B1,REASON,noun,
purse,A2,,noun,"clothes, money"
pursue,C1,,verb,
pursuit,C2,,noun,
push,A2,MOVE SOMEONE/SOMETHING,verb,people: actions
push for,B2,,phrase,communication
push yourself,B2,,phrase,people: actions
pushy,C2,,adjective,people: personality
put,A2,WRITE,verb,communication
put a stop to,C1,,phrase,
put an end to,B2,,phrase,
put aside,C1,,phrasal verb,money
put away or put away,B1,,phrasal verb,people: actions
put back or put back,B1,,phrasal verb,people: actions
put down,A1,,phrase,people: actions
put down or put down,B1,,phrasal verb,"communication, people: actions"
put forward or put forward,C1,,phrasal verb,communication
put in a difficult position,C1,,phrase,
put in their place,C2,IDIOM,phrase,
put off,B1,,phrasal verb,people: actions
put off or put off,B2,,phrasal verb,people: personality
put on or put on,A2,CLOTHES,phrasal verb,"clothes, people: actions"
put on the spot,C2,IDIOM,phrase,
put out or put out,B1,,phrasal verb,people: actions
put pressure on,B2,,phrase,communication
put something into practice,C1,,phrase,people: actions
put through,B1,,phrasal verb,"communication, people: actions"
put to death,C2,,phrase,
put to one side,C2,,phrase,people: actions
put together or put together,B2,JOIN PARTS,phrasal verb,
put up or put up,B1,RAISE,phrasal verb,people: actions
put up with,B2,,phrasal verb,people: personality
put your finger on,C2,IDIOM,phrase,
put your foot down,C2,IDIOM,phrase,
put your foot in your mouth,C2,IDIOM,phrase,
put your foot up,C2,IDIOM,phrase,
put your mind to it,C1,,phrase,
puzzle,A2,,noun,shopping
pyramid,C1,,noun,
quaint,C2,,adjective,describing things
qualification,B2,ABILITY,noun,"education, people: personality, work"
qualified,B2,,adjective,"education, people: personality, work"
qualify,B2,REACH STANDARD,verb,"education, people: actions"
quality,B1,GOOD OR BAD,noun,
quantity,B1,AMOUNT,noun,describing things
quarrel,B2,,verb,communication
quarter,A1,TIME,noun,
queen,A2,,noun,
quest,C2,,noun,
question,A1,ASKING,noun,communication
question mark,B1,,noun,communication
questionable,C2,NOT CERTAIN,adjective,
questionnaire,B1,,noun,communication
quick,A1,FAST,adjective,
quickly,A2,,phrase,
quiet,A2,NOT NOISY,adjective,
quiet life,B2,,phrase,
quietly,B1,WITHOUT NOISE,adverb,
quit,B1,STOP WORK,verb,"people: actions, work"
quite,A2,VERY,adverb,
quite a bit,B1,,phrase,describing things
quite a few,A2,,phrase,describing things
quite a while,B1,,phrase,
quiz,A2,GAME,noun,shopping
quotation,C2,PHRASE,noun,communication
quotation mark,B2,,noun,communication
