Word,Level,Kanji,Hiragana,English
しゃらく,N1,洒落,しゃらく,"frank, open-hearted"
しゃりん,N2,車輪,しゃりん,(car) wheel
しゃれ,N2,洒落,しゃれ,"joke,pun,witticism"
しゃれる,N1,洒落る,しゃれる,"to joke, to play on words, to dress stylishly"
しや,N1,視野,しや,"field of vision, outlook"
しゅ,N1,種,しゅ,"kind, variety, species"
しゅう,N3,週,しゅう,week
しゅうい,N3,周囲,しゅうい,"surroundings,circumference,environs"
しゅうえき,N1,収益,しゅうえき,"earnings, proceeds, returns"
しゅうかい,N2,集会,しゅうかい,"meeting,assembly"
しゅうかく,N3,収穫,しゅうかく,"harvest,crop,ingathering"
しゅうかん,N4,習慣,しゅうかん,"custom,manners"
しゅうがく,N1,修学,しゅうがく,learning
しゅうき,N1,周期,しゅうき,"cycle, period"
しゅうきょう,N3,宗教,しゅうきょう,religion
しゅうきん,N2,集金,しゅうきん,money collection
しゅうぎいん,N1,衆議院,しゅうぎいん,"Lower House, House of Representatives"
しゅうぎょう,N1,就業,しゅうぎょう,"employment, starting work"
しゅうけい,N1,集計,しゅうけい,"totalization, aggregate"
しゅうげき,N1,襲撃,しゅうげき,"attack, charge, raid"
しゅうごう,N2,集合,しゅうごう,"gathering,assembly,meeting,set (math)"
しゅうし,N1,収支,しゅうし,income and expenditure
しゅうしゅう,N1,収集,しゅうしゅう,"gathering up, collection, accumulation"
しゅうしょく,N3,就職,しゅうしょく,"finding employment,inauguration"
しゅうじ,N2,習字,しゅうじ,penmanship
しゅうじつ,N1,終日,しゅうじつ,all day
しゅうじゃく,N1,執着,しゅうじゃく,"attachment, adhesion, tenacity"
しゅうせい,N3,修正,しゅうせい,"amendment,correction,revision,modification"
しゅうぜん,N2,修繕,しゅうぜん,"repair,mending"
しゅうだん,N3,集団,しゅうだん,"group,mass"
しゅうちゅう,N3,集中,しゅうちゅう,"concentration,focusing the mind"
しゅうてん,N2,終点,しゅうてん,"terminus,last stop (e.g train)"
しゅうにゅう,N3,収入,しゅうにゅう,"income,receipts,revenue"
しゅうにん,N2,就任,しゅうにん,"inauguration,assumption of office"
しゅうへん,N2,周辺,しゅうへん,"circumference,outskirts,environs,(computer) peripheral"
しゅうよう,N1,収容,しゅうよう,"accommodation, reception, seating, housing, custody, admission, entering (in a dictionary)"
しゅうり,N3,修理,しゅうり,"repairing,mending"
しゅうりょう,N2,終了,しゅうりょう,"end,close,termination"
しゅえい,N1,守衛,しゅえい,"security guard, doorkeeper"
しゅえん,N1,主演,しゅえん,"starring, playing the leading part"
しゅかん,N1,主観,しゅかん,"subjectivity, subject, ego"
しゅぎ,N3,主義,しゅぎ,"doctrine,rule,principle"
しゅくが,N1,祝賀,しゅくが,"celebration, congratulations"
しゅくしょう,N2,縮小,しゅくしょう,"reduction,curtailment"
しゅくじつ,N2,祝日,しゅくじつ,national holiday
しゅくだい,N5,宿題,しゅくだい,homework
しゅくはく,N3,宿泊,しゅくはく,lodging
しゅくめい,N1,宿命,しゅくめい,"fate, destiny, predestination"
しゅけん,N1,主権,しゅけん,"sovereignty, supremacy, dominion"
しゅげい,N1,手芸,しゅげい,handicrafts
しゅご,N2,主語,しゅご,(gram) subject
しゅさい,N1,主催,しゅさい,"organization, sponsorship"
しゅざい,N1,取材,しゅざい,"choice of subject, collecting data"
しゅし,N1,趣旨,しゅし,"object, meaning"
しゅしょう,N3,首相,しゅしょう,Prime Minister
しゅしょく,N1,主食,しゅしょく,staple food
しゅじゅつ,N3,手術,しゅじゅつ,surgical operation
しゅじんこう,N1,主人公,しゅじんこう,"protagonist, main character, hero(ine) (of a story), head of household"
しゅたい,N1,主体,しゅたい,"subject, main constituent"
しゅだい,N1,主題,しゅだい,"subject, theme, motif"
しゅだん,N3,手段,しゅだん,"means,way,measure"
しゅちょう,N3,主張,しゅちょう,"claim,request,insistence,assertion"
しゅっきん,N2,出勤,しゅっきん,"going to work,at work"
しゅっけつ,N1,出血,しゅっけつ,"bleeding, haemorrhage"
しゅっさん,N1,出産,しゅっさん,"(child)birth, delivery, production (of goods)"
しゅっしゃ,N1,出社,しゅっしゃ,arrival (in a country at work etc.)
しゅっしょう,N1,出生,しゅっしょう,birth
しゅっしん,N3,出身,しゅっしん,"graduate from,come from"
しゅっせ,N1,出世,しゅっせ,"promotion, successful career, eminence"
しゅっせき,N4,出席,しゅっせき・する,to attend
しゅっちょう,N2,出張,しゅっちょう,"official tour,business trip"
しゅっぱつ,N4,出発,しゅっぱつ・する,to depart
しゅっぱん,N3,出版,しゅっぱん,publication
しゅっぴ,N1,出費,しゅっぴ,"expenses, disbursements"
しゅっぴん,N1,出品,しゅっぴん,"exhibit, display"
しゅつえん,N1,出演,しゅつえん,"performance, stage appearance"
しゅつだい,N1,出題,しゅつだい,proposing a question
しゅつどう,N1,出動,しゅつどう,"sailing, marching, going out"
しゅと,N3,首都,しゅと,capital city
しゅどう,N1,主導,しゅどう,main leadership
しゅにん,N1,主任,しゅにん,"person in charge, responsible official"
しゅのう,N1,首脳,しゅのう,"head, brains"
しゅび,N1,守備,しゅび,defense
しゅふ,N3,主婦,しゅふ,"housewife,mistress"
しゅほう,N1,手法,しゅほう,technique
しゅみ,N4,趣味,しゅみ,hobby
しゅやく,N2,主役,しゅやく,"leading part,leading actor (actress)"
しゅよう,N3,主要,しゅよう,"chief,main,principal,major"
しゅるい,N3,種類,しゅるい,"variety,kind,type"
しゅんかん,N3,瞬間,しゅんかん,"moment,second,instant"
しゆう,N1,私有,しゆう,private ownership
しょ,N1,諸,しょ,"various, many, several"
しょう,N3,小,しょう,
しょうか,N2,消化,しょうか,digestion
しょうかい,N4,紹介,しょうかい,introduction
しょうがい,N3,障害,しょうがい,"obstacle,impediment (fault),damage"
しょうがくきん,N3,奨学金,しょうがくきん,scholarship
しょうがくせい,N2,小学生,しょうがくせい,grade school student
しょうがっこう,N4,小学校,しょうがっこう,elementary school
しょうがない,N2,,しょうがない,
しょうきょ,N1,消去,しょうきょ,"elimination, erasing, dying out, melting away"
しょうきょくてき,N2,消極的,しょうきょくてき,passive
しょうきん,N2,賞金,しょうきん,"prize,monetary award"
しょうぎ,N2,将棋,しょうぎ,Japanese chess
しょうぎょう,N2,商業,しょうぎょう,"commerce,trade,business"
しょうげき,N1,衝撃,しょうげき,"shock, crash, impact, ballistic"
しょうげん,N1,証言,しょうげん,"evidence, testimony"
しょうこ,N1,証拠,しょうこ,"evidence, proof"
しょうこう,N1,消耗,しょうこう,"exhaustion, consumption"
しょうご,N3,正午,しょうご,"noon,mid-day"
しょうごう,N1,照合,しょうごう,"collation, comparison"
しょうさい,N1,詳細,しょうさい,"detail, particulars"
しょうしゃ,N2,商社,しょうしゃ,"trading company,firm"
しょうしょう,N3,少々,しょうしょう,"just a minute,small quantity"
しょうしん,N1,昇進,しょうしん,promotion
しょうじ,N2,障子,しょうじ,paper sliding door
しょうじき,N3,正直,しょうじき,"honesty,integrity,frankness"
しょうじょ,N3,少女,しょうじょ,"daughter,young lady,virgin,maiden,little girl"
しょうじょう,N3,症状,しょうじょう,"symptoms,condition"
しょうじる,N3,生じる,しょうじる,"to produce,to yield,to result from,to arise,to be generated"
しょうすう,N2,小数,しょうすう,"fraction (part of),decimal"
しょうする,N1,称する,しょうする,"to pretend, to take the name of, to feign, to purport"
しょうずる,N2,生ずる,しょうずる,"to cause,to arise,to be generated"
しょうせつ,N4,小説,しょうせつ,novel
しょうそく,N1,消息,しょうそく,"news, letter, circumstances"
しょうたい,N4,招待,しょうたい・する,to invite
しょうだく,N1,承諾,しょうだく,"consent, acquiescence, agreement"
しょうち,N4,承知,しょうち・する,to consent
しょうちょう,N1,象徴,しょうちょう,symbol
しょうてん,N2,商店,しょうてん,"shop,business firm"
しょうとつ,N3,衝突,しょうとつ,"collision,conflict"
しょうどく,N2,消毒,しょうどく,"disinfection,sterilization"
しょうにか,N1,小児科,しょうにか,pediatrics
しょうにん,N3,商人,しょうにん,"trader,shopkeeper,merchant"
しょうねん,N3,少年,しょうねん,"boys,juveniles"
しょうはい,N2,勝敗,しょうはい,"victory or defeat,issue (of battle)"
しょうばい,N3,商売,しょうばい,"trade,business,commerce,transaction,occupation"
しょうひ,N3,消費,しょうひ,"consumption,expenditure"
しょうひん,N3,商品,しょうひん,"commodity,article of commerce,goods,stock,merchandise"
しょうぶ,N2,勝負,しょうぶ,"victory or defeat,match,contest,game,bout"
しょうべん,N2,小便,しょうべん,"(col) urine,piss"
しょうぼう,N3,消防,しょうぼう,"fire fighting,fire department"
しょうぼうしょ,N2,消防署,しょうぼうしょ,fire station
しょうみ,N2,正味,しょうみ,net (weight)
しょうめい,N3,証明,しょうめい,"proof,verification"
しょうめん,N2,正面,しょうめん,"the front,honesty"
しょうもう,N2,消耗,しょうもう,"exhaustion,consumption"
しょうゆ,N5,,しょうゆ,soy sauce
しょうらい,N4,将来,しょうらい,"future,prospects"
しょうり,N1,勝利,しょうり,"victory, triumph, conquest, success, win"
しょうりゃく,N2,省略,しょうりゃく,"omission,abbreviation,abridgment"
しょうれい,N1,奨励,しょうれい,"encouragement, promotion, message, address"
しょきゅう,N2,初級,しょきゅう,elementary level
しょく,N3,職,しょく,employment
しょくいん,N1,職員,しょくいん,"staff member, personnel"
しょくえん,N2,食塩,しょくえん,table salt
しょくぎょう,N3,職業,しょくぎょう,"occupation,business"
しょくじ,N4,食事,しょくじ・する,to have a meal
しょくたく,N3,食卓,しょくたく,dining table
しょくどう,N5,食堂,しょくどう,dining hall
しょくにん,N2,職人,しょくにん,"worker,mechanic,artisan,craftsman"
しょくひん,N3,食品,しょくひん,"commodity,foodstuff"
しょくぶつ,N3,植物,しょくぶつ,"plant,vegetation"
しょくみんち,N1,植民地,しょくみんち,colony
しょくむ,N1,職務,しょくむ,professional duties
しょくもつ,N3,食物,しょくもつ,"food,foodstuff"
しょくよく,N3,食欲,しょくよく,appetite (for food)
しょくりょう,N3,食料,しょくりょう,food
しょくりょうひん,N4,食料品,しょくりょうひん,groceries
しょくん,N1,諸君,しょくん,"Gentlemen!, Ladies!"
しょさい,N3,書斎,しょさい,study
しょざい,N1,所在,しょざい,whereabouts
しょしょ,N1,所々,しょしょ,"here and there, some parts (of something)"
しょじ,N1,所持,しょじ,"possession, owning"
しょじゅん,N2,初旬,しょじゅん,first 10 days of the month
しょせき,N2,書籍,しょせき,"book,publication"
しょぞく,N1,所属,しょぞく,"attached to, belong to"
しょち,N1,処置,しょち,treatment
しょっき,N2,食器,しょっき,tableware
しょっちゅう,N1,,しょっちゅう,"always, constantly"
しょてい,N1,所定,しょてい,"fixed, prescribed"
しょてん,N2,書店,しょてん,bookshop
しょとく,N1,所得,しょとく,"income, earnings"
しょどう,N2,書道,しょどう,calligraphy
しょはん,N1,初版,しょはん,first edition
しょばつ,N1,処罰,しょばつ,punishment
しょひょう,N1,書評,しょひょう,book review
しょぶん,N1,処分,しょぶん,"disposal, dealing, punishment"
しょみん,N1,庶民,しょみん,"masses, common people"
しょむ,N1,庶務,しょむ,general affairs
しょめい,N3,署名,しょめい,signature
しょもつ,N3,書物,しょもつ,books
しょり,N3,処理,しょり,"processing,dealing with,treatment,disposition,disposal"
しょるい,N3,書類,しょるい,"documents,official papers"
しよう,N3,使用,しよう,"use,application,employment,utilization"
しようにん,N1,使用人,しようにん,"employee, servant"
しらが,N2,白髪,しらが,"white or grey hair,trendy hair bleaching"
しらせ,N3,知らせ,しらせ,notice
しらせる,N4,知らせる,しらせる,to notify
しらべ,N1,調べ,しらべ,"preparation, investigation, inspection"
しらべる,N4,調べる,しらべる,to investigate
しり,N3,尻,しり,"buttocks,bottom"
しりあい,N2,知合い,しりあい,acquaintance
しりぞく,N1,退く,しりぞく,"to retreat, to recede, to withdraw"
しりぞける,N1,退ける,しりぞける,"to repel, to drive away"
しりつ,N2,私立,しりつ,private (establishment)
しりょう,N2,資料,しりょう,"materials,data"
しる,N5,知る,しる,to know
しるし,N3,印,しるし,"(1) mark,(2) symbol,(3) evidence"
しるす,N1,記す,しるす,"to note, to write down"
しれい,N1,指令,しれい,"orders, instructions, directive"
しろ,N5,白,しろ,White
しろい,N5,白い,しろい,White
しろうと,N2,素人,しろうと,"amateur,novice"
しわ,N1,皺,しわ,"wrinkles, creases"
しん,N2,芯,しん,"core,heart,wick,marrow"
しんか,N1,進化,しんか,"evolution, progress"
しんかんせん,N2,新幹線,しんかんせん,"bullet train (very high speed),shinkansen"
しんがく,N3,進学,しんがく,going on to university
しんがり,N1,殿,しんがり,"rear, rear unit guard"
しんぎ,N1,審議,しんぎ,deliberation
しんくう,N2,真空,しんくう,"vacuum,hollow,empty"
しんけい,N3,神経,しんけい,"nerve,sensitivity"
しんけん,N3,真剣,しんけん,"seriousness,earnestness"
しんこう,N3,信仰,しんこう,"(religious) faith,belief,creed"
しんこく,N3,深刻,しんこく,serious
しんこん,N1,新婚,しんこん,newly-wed
しんごう,N3,信号,しんごう,"traffic lights,signal,semaphore"
しんさ,N1,審査,しんさ,"judging, inspection, examination, investigation"
しんさつ,N3,診察,しんさつ,medical examination
しんし,N1,紳士,しんし,gentleman
しんしゅつ,N1,進出,しんしゅつ,"advance, step forward"
しんしん,N2,心身,しんしん,mind and body
しんじゃ,N1,信者,しんじゃ,"believer, adherent, devotee, Christian"
しんじゅ,N1,真珠,しんじゅ,pearl
