Word,Level,길잡이말,품사,Word_Number
코너,중급,를 돌다,명사,
코미디,중급,코미디 영화,명사,
코스,중급,드라이브 코스,명사,
코트,중급,를 입다,명사,01
코트,중급,농구 코트,명사,03
코피,중급,를 흘리다,명사,01
콘도,중급,에서 묵다,명사,
콜록콜록,중급,콜록콜록 기침을 하다,부사,
콧노래,중급,를 부르다,명사,
콩나물,중급,을 무치다,명사,
쾌적하다,중급,공기가,형용사,
쿠폰,중급,을 모으다,명사,
쿨쿨,중급,쿨쿨 자다,부사,02
쿵,중급,쿵 소리가 나다,부사,02
크림,중급,을 넣다(음식),명사,
큰길,중급,로 다니다,명사,
큰돈,중급,을 모으다,명사,
큰딸,중급,가족,명사,
큰아들,중급,가족,명사,
큰아버지,중급,친척,명사,
큰어머니,중급,친척,명사,
큰일,중급,이 나다,명사,01
큰집,중급,에 가다,명사,
클래식,중급,을 듣다,명사,
클럽,중급,에서 놀다,명사,
키,중급,로 문을 열다,명사,04
키스,중급,를 하다,명사,
타고나다,중급,재능을,동사,
타다,중급,월급을,동사,04
타다,중급,때가 ,동사,07
타오르다,중급,불꽃이,동사,
타인,중급,을 의식하다,명사,01
탁자,중급,에 내려놓다,명사,01
탄생,중급,아이의 탄생,명사,
탈출,중급,비상 탈출,명사,02
탑,중급,을 쌓다,명사,02
탑승,중급,비행기 탑승,명사,
탑승객,중급,비행기 탑승객,명사,
태양,중급,이 뜨다,명사,02
태우다,중급,불에 ,동사,01
태우다,중급,차에,동사,02
택하다,중급,직업으로,동사,
탤런트,중급,로 활동하다,명사,
터널,중급,을 지나다,명사,
터뜨리다,중급,풍선을,동사,
터지다,중급,풍선이,동사,
턱,중급,에 수염이 나다,명사,01
털,중급,이 빠지다,명사,
털다,중급,옷을,동사,
텅,중급,텅 비다,부사,01
테스트,중급,를 받다,명사,
테이프,중급,로 장식하다,명사,
토,중급,토요일,명사,04
토론,중급,찬반 토론,명사,01
토의,중급,토의 주제,명사,02
토하다,중급,음식을,동사,
통,중급,통 말이 없다,부사,07
통,중급,에 담다,명사,10
통계,중급,통계 자료,명사,04
통과,중급,국경 통과,명사,
통신,중급,이 끊기다,명사,01
통역,중급,을 부탁하다,명사,
통일,중급,남북 통일,명사,02
통증,중급,을 느끼다,명사,
통통하다,중급,몸매가,형용사,01
통하다,중급,바람이  ,동사,
통행,중급,을 금지하다,명사,
퇴직,중급,퇴직 연금,명사,
투자,중급,를 유치하다,명사,02
투표,중급,찬반 투표,명사,01
특기,중급,취미와 특기,명사,01
특성,중급,을 살리다,명사,01
특수,중급,특수 부대,명사,02
특정,중급,특정 집단,명사,
특징,중급,이 드러나다,명사,
틀림없다,중급,사실임에,형용사,
틀림없이,중급,틀림없이 되다,부사,
틈,중급,창문 틈,명사/의존명사,01
틈틈이,중급,틈틈이 하다,부사,
파,중급,를 썰다,명사,01
파괴,중급,를 당하다,명사,
파다,중급,땅을,동사,01
파도,중급,가 부서지다,명사,
파랑,중급,색깔,명사,01
파마,중급,를 하다,명사,
파일,중급,을 정리하다,명사,03
파출소,중급,에 신고하다,명사,
파트너,중급,를 구하다,명사,
판단,중급,상황 판단,명사,
판매,중급,판매 가격,명사,
판매자,중급,구매자,명사,
판사,중급,직업,명사,01
팔꿈치,중급,를 펴다,명사,
패션,중급,패션 잡지,명사,01
패스트푸드,중급,를 먹다,명사,
팬,중급,영화 팬,명사,01
팬티,중급,를 입다,명사,
퍼센트,중급,백 퍼센트,의존명사,
퍼지다,중급,점점 퍼지다,동사,
퍽,중급,퍽 어렵다,부사,02
페이지,중급,를 넘기다,명사,
펴내다,중급,책을,동사,
편,중급,저쪽 편,의존명사,04
편견,중급,을 가지다,명사,
편식,중급,이 심하다,명사,
편의,중급,를 봐주다,명사,02
편히,중급,편히 살다,부사,
펼쳐지다,중급,길이,동사,
펼치다,중급,책을,동사,
평,중급,이 좋다,명사,03
평가,중급,를 받다,명사,03
평균,중급,을 구하다,명사,
평등,중급,을 보장하다,명사,
평범하다,중급,외모가,형용사,
평상시,중급,와 같다,명사,
평생,중급,을 보내다,명사,
평화,중급,를 지키다,명사,02
평화롭다,중급,마을이,형용사,
폐지,중급,제도의 폐지,명사,02
포근하다,중급,잠자리가,형용사,
포기,중급,중도 포기,명사,02
포도주,중급,를 마시다,명사,
포장지,중급,로 싸다,명사,
포크,중급,로 찍다,명사,01
포함,중급,세금 포함,명사,02
폭넓다,중급,범위가,형용사,
폭력,중급,을 쓰다,명사,
폭발,중급,감정 폭발,명사,01
폭설,중급,이 내리다,명사,02
폭우,중급,가 내리다,명사,
폭포,중급,를 구경하다,명사,01
표,중급,로 나타내다 ,명사,02
표면,중급,이 거칠다,명사,
표시,중급,가격 표시,명사,02
표정,중급,이 밝다,명사,03
표준,중급,표준 시간,명사,01
표준어,중급,를 사용하다,명사,
표지,중급,를 싸다,명사,01
표지판,중급,을 세우다,명사,
표현,중급,을 쓰다,명사,
푸다,중급,밥을,동사,01
풀,중급,로 붙이다,명사,01
풀,중급,이 자라다,명사,02
풀리다,중급,나사가,동사,
풀어지다,중급,끈이,동사,
품,중급,이 넉넉하다,명사,01
-품,중급,화장품,접사,08
품다,중급,아기를,동사,01
품질,중급,이 뛰어나다,명사,03
풍기다,중급,냄새를,동사,
풍부하다,중급,감정이,형용사,
풍선,중급,을 띄우다,명사,02
풍속,중급,세시 풍속,명사,01
풍습,중급,을 지키다,명사,01
프로,중급,프로 야구,명사,03
프린터,중급,를 연결하다,명사,
플라스틱,중급,플라스틱 용기,명사,
피로,중급,를 느끼다,명사,02
피부,중급,가 부드럽다,명사,02
피부병,중급,을 앓다,명사,
피서,중급,를 즐기다,명사,
피하다,중급,책임을,동사,
피해,중급,를 입다,명사,01
피해자,중급,사고 피해자,명사,
필기,중급,를 g다,명사,
필수,중급,필수 조건,명사,02
필수적,중급,필수적 과정,관형사·명사,
필수품,중급,을 장만하다,명사,
필요성,중급,을 느끼다,명사,
핑계,중급,가 없어지다,명사,
하,중급,상하,명사,04
하긴,중급,하긴 그럴 수 있다,부사,
하나하나,중급,하나하나 세다,명사/부사,
하느님,중급,을 믿다,명사,
하도,중급,하도 기가 막혀서,부사,01
하숙,중급,을 옮기다,명사,
하양,중급,으로 색칠하다,명사,01
하여튼,중급,하여튼 괜찮다,부사,
하차,중급,승차,명사,
하품,중급,이 나오다,명사,01
하하,중급,하하 웃다,부사,01
-학,중급,경제학,접사,07
학과,중급,전공 학과,명사,01
학력,중급,최종 학력,명사,02
학문,중급,에 정진하다,명사,02
학부모,중급,를 모시다,명사,
학비,중급,를 내다,명사,
학습,중급,을 하다,명사,
학용품,중급,을 준비하다,명사,
학자,중급,를 초청하다,명사,01
한,중급,을 품다,명사,05
한,중급,이 없다(욕심),명사,06
한가운데,중급,에 놓다,명사,
한겨울,중급,이 지나가다,명사,
한결,중급,한결 쉽다,부사,
한계,중급,를 넘다,명사,
한국말,중급,로 말하다,명사,
한국어,중급,를 말하다,명사,
한국인,중급,으로 태어나다,명사,
한국적,중급,한국적 교육,관형사·명사,
한꺼번에,중급,한꺼번에 갚다,부사,
한낮,중급,이 되다,명사,
한눈,중급,에 알아보다,명사,01
한동안,중급,한동안 계속되다,명사,
한둘,중급,이 아니다,수사/명사,
한때,중급,를 보내다,명사/부사,
한마디,중급,를 남기다,명사,
한문,중급,을 읽다,명사,03
한밤중,중급,이 지나다,명사,
한순간,중급,에 사라지다,명사,
한숨,중급,을 쉬다,명사,02
한여름,중급,을 지내다,명사,
한자,중급,로 쓰다,명사,02
한쪽,중급,으로 기울어지다,명사,
한참,중급,을 기다리다,명사/부사,
한창,중급,한창 붐비다,명사/부사,01
한층,중급,한층 깊어지다,부사,
한편,중급,을 이루다,명사/부사,
할부,중급,할부 기간,명사,
할인점,중급,을 이용하다,명사,
함부로,중급,함부로 말하다,부사,
합격,중급,면접 합격,명사,
합격자,중급,를 발표하다,명사,
합계,중급,를 내다,명사,01
합리적,중급,합리적 방법,관형사·명사,
합의,중급,를 보다,명사,01
합치다,중급,하나로,동사,
합하다,중급,힘을,동사,
항공료,중급,가 오르다,명사,
항공편,중급,을 알아보다,명사,
항의,중급,항의 전화,명사,01
해,중급,를 끼치다,명사,11
해결,중급,문제 해결,명사,02
해결책,중급,을 마련하다,명사,
해내다,중급,힘든 일을,동사,
해당,중급,해당 부서,명사,05
해돋이,중급,를 감상하다,명사,
해롭다,중급,건강에,형용사,
해물,중급,로 요리를 만들다,명사,
해방,중급,을 맞이하다,명사,05
해변,중급,을 거닐다,명사,
해산물,중급,을 맛보다,명사,
해석,중급,영어 해석,명사,04
해설,중급,정답 해설,명사,03
해소,중급,스트레스 해소,명사,03
해수욕장,중급,을 개장하다,명사,
해안,중급,해안 지방,명사,02
해치다,중급,경관을,동사,
핵심,중급,이 되다,명사,
핸드백,중급,을 메다,명사,
햇볕,중급,을 쬐다,명사,
햇살,중급,이 따뜻하다,명사,
-행,중급,서울행,접사,07
행사,중급,권력 행사,명사,02
행사장,중급,에 다녀오다,명사,
행운,중급,이 오다,명사,02
행위,중급,불법 행위,명사,
행정,중급,행정 기관,명사,01
행하다,중급,의식을,동사,
향,중급,을 피우다,명사,03
향기,중급,를 맡다,명사,01
향상,중급,기술 향상,명사,01
향수,중급,를 뿌리다,명사,03
향하다,중급,눈길이,동사,
허가,중급,를 받다,명사,01
허락,중급,을 받다,명사,
허리띠,중급,를 매다,명사,
허벅지,중급,신체,명사,
허용,중급,입학 허용,명사,
허허,중급,허허 웃다,부사,01
