Word,Level,Guideword,Part of Speech,Topic
finance,B2,CONTROL OF MONEY,noun | verb,money | people: actions
finances,B2,,,money
financial,B1,,adjective,money
financially,B2,,adverb,money
find,A1,DISCOVER WHEN SEARCHING,verb,people: actions
fine,A1,WELL,adjective | adverb | noun | verb,body and health | crime | describing things | money | natural world | people: actions
finely,B2,,adverb,
finger,A2,ON HAND,noun,body and health
fingernail,B2,,noun,body and health
fingers,None,None,,None
fingertips,C2,IDIOM,,
finish,A1,COMPLETE | END,noun | verb,people: actions
finite,C2,,adjective,
fire,A2,FLAMES,noun | verb,people: actions | work
firefighter,B1,,noun,work
fireplace,C2,,noun,
firework,B1,,noun,
firm,B2,FIXED | NOT SOFT,adjective | noun,describing things | people: personality | work
firmly,B2,CERTAINLY | STRONGLY,adverb,
first,A1,BEFORE,adjective | adverb | None,None
first-floor,B1,,adjective,buildings
firstly,B2,,adverb,communication
fish,A1,ANIMAL | FOOD,noun | verb,animals | food and drink | people: actions
fisherman,B2,,noun,work
fishing,A2,,noun,shopping
fist,C2,,noun,body and health
fit,A2,,adjective | verb,body and health | clothes | people: appearance
fitness,B1,,noun,body and health
five,A1,,number,
fix,B1,ARRANGE | REPAIR,verb,food and drink | people: actions
fixed,B2,ARRANGED,adjective,
flag,B1,,noun,
flair,C1,ABILITY,noun,
flame,B2,,noun,
flames,C2,,,
flash,B2,BRIGHT LIGHT | CAMERA | SHINE,noun | verb,technology
flashback,C2,MEMORY | STORY,noun,arts and media | body and health
flashlight,B2,,noun,
flat,B1,LOW,adjective | adverb,clothes | describing things | food and drink
flatten,C2,,verb,
flavor,B1,TASTE,noun,food and drink
flaw,C1,,noun,
flawed,C2,,adjective,describing things
flawless,C2,,adjective,describing things
flee,C1,,verb,people: actions
fleet,C1,SHIPS | VEHICLES,noun,
flesh,C2,BODY,noun,buildings
flexibility,B2,,noun,
flexible,B2,ABLE TO CHANGE,adjective,
flick,C2,,,people: actions
flight,A2,JOURNEY,noun,travel
float,B1,MOVE IN AIR | NOT SINK,verb,
flood,B1,COVER WITH WATER | WATER,noun | verb,natural world
flooded,C2,,,
floor,A1,SURFACE,noun,buildings
floppy,C2,,adjective,
flour,B1,,noun,food and drink
flourish,C2,,verb,
flow,B2,MOVEMENT,noun | verb,
flower,A1,,noun,natural world
flu,B1,,noun,body and health
fluctuate,C2,,verb,
fluency,B2,,noun,communication
fluent,B2,ABILITY | LANGUAGE,adjective,communication
fluently,B2,,adverb,communication
fluid,C2,,adjective | noun,describing things
flute,B1,,noun,arts and media
fly,A1,TRAVEL,None | noun | verb,animals | None | people: actions | travel
flying,C1,IDIOM,,
focus,C2,ATTENTION,noun,
fog,A2,,noun,natural world
foggy,A2,,adjective,natural world
fold,B1,,verb,people: actions
folder,A2,FOR PAPERS,noun,technology
folk,B1,,noun,arts and media
folks,B2,PARENTS | PEOPLE,noun,relationships
follow,A2,GO,verb,people: actions
follower,C2,,noun,
following,B2,,preposition,
follows,B2,,,communication
fond,B2,HAPPY,adjective,people: personality
food,A1,,noun,food and drink
fool,B1,PERSON,noun | verb,people: actions | people: personality
foolish,B2,,adjective,people: personality
foolishly,B2,,adverb,people: personality
foot,A1,BODY PART,noun,body and health | describing things
football,A1,BALL,noun,shopping
footprint,B2,,,natural world
footstep,C1,,noun,
footsteps,C2,IDIOM,,
for,A2,AT A TIME | BECAUSE OF | GET | MEANING | OCCASION | PAYMENT | PURPOSE | TOWARD,None | preposition,communication | None | shopping | work
forbid,B2,,verb,people: actions
forbidden,B1,,adjective,
force,B2,GIVE NO CHOICE | GROUP | POWER,noun | verb,people: actions | people: personality
forceful,C2,,adjective,people: personality
forces,C2,,,
forecast,B1,,noun,natural world
forehead,B1,,noun,body and health
foreign,A2,OF ANOTHER COUNTRY,adjective,
foreigner,B1,,noun,
foremost,C2,,adjective,
foresee,C1,,verb,
foreseeable,C2,,,
forest,A2,,noun,natural world
forever,B1,IN FUTURE,adverb,
forgery,C2,COPY | CRIME,noun,
forget,A2,NOT BRING,verb,
forgive,B1,NOT BE ANGRY,verb,communication
forgiveness,C2,,noun,
fork,A2,,noun,food and drink
form,A2,DOCUMENT,noun | verb,communication | people: actions | work
formal,B2,CORRECT,adjective,
formally,C1,OFFICIALLY | POLITELY,adverb,
format,C1,,noun,
formation,C2,DEVELOPMENT | SHAPE,noun,
former,B1,,adjective,
formerly,B2,,adverb,
formidable,C2,DIFFICULT | POWERFUL,adjective,people: personality
formula,C1,METHOD | STATEMENT,noun,
formulate,C2,PLAN | SAY,verb,
forth,C2,,,None
forthcoming,B2,HAPPENING SOON,adjective,
forties,None,None,,None
fortunate,B2,,adjective,
fortunately,B1,,adverb,communication
fortune,B2,LUCK | MONEY,noun,money
forty,A2,NUMBER,number,
forward,B1,DIRECTION,adverb,
foul,C1,UNPLEASANT,adjective | noun,shopping
found,B2,START,verb,people: actions
foundation,C1,ORGANIZATION | START,noun,
founder,C2,,noun,
fountain,B1,,noun,
four,A1,,number,
fourteen,A1,,number,
fourth,A2,,number,
fox,B2,,noun,animals
fraction,C2,,noun,
fragile,C2,BREAK | PERSON,adjective,describing things | people: personality
fragrance,C2,,noun,
fragrant,C2,,adjective,describing things
frail,C2,,adjective,body and health | people: appearance
frame,B1,BORDER,noun,buildings
framework,C2,,noun,
france,None,None,,None
frankly,B2,,adverb,communication
frantic,C2,FAST | WORRIED,adjective,
fraud,C2,CRIME | TRICK,noun,
fraudulent,C2,,adjective,
free,A2,NO COST | NOT BUSY,adjective | adverb | None | verb,money | None | people: actions
freedom,B2,BEING ALLOWED,noun,people: personality
freely,B2,,adverb,
freeze,B1,FOOD | ICE,verb,body and health | food and drink | natural world | people: actions
freezer,B1,,noun,food and drink
freezing,B1,,adjective,natural world
frenzy,C2,,noun,
frequent,B1,,adjective,
frequently,B1,,adverb,
fresh,A2,NOT OLD,adjective | None,body and health | food and drink | None
friction,C1,,noun,
friday,A1,,noun,
fridge,B1,,noun,food and drink
fried,A2,,adjective,food and drink
friend,A1,PERSON YOU LIKE,noun,relationships | technology
friendliness,B2,,noun,people: personality | relationships
friendly,A2,,adjective,people: personality | relationships
friends,B1,,,relationships
friendship,B1,,noun,relationships
fright,C1,,noun,
frighten,B2,,verb,people: actions | people: personality
frightened,B1,,adjective,people: personality
frightening,B1,,adjective,people: personality
fringe,C2,EDGE | HAIR,adjective | noun,people: appearance
frog,B1,,noun,animals
from,A1,DISTANCE | ORIGIN | STARTING PLACE | TIME,preposition,describing things
front,B1,,adjective,describing things
frontier,C2,BETWEEN COUNTRIES,noun,
frontiers,C2,,,
frost,B2,,noun,natural world
frown,C2,SHOW ANGER,noun | verb,communication | people: actions | people: personality
frozen,B1,FOOD | PERSON | WATER,adjective,body and health | food and drink | natural world
fruit,A1,,noun,food and drink
fruitful,C1,,adjective,
frustrated,C1,,adjective,
frustrating,C1,,adjective,people: personality
frustration,B2,,noun,people: personality
fry,B1,,verb,food and drink
frying,B1,,,food and drink
fuel,B1,,noun,
fulfill,C2,DEVELOP,verb,
fulfilling,C2,,adjective,
fulfillment,C2,HAPPINESS | SOMETHING DONE,noun,people: personality
full,A2,A LOT | COMPLETE | NO MORE POSSIBLE,adjective,food and drink
full-time,B1,,adjective,work
fully,B1,,adverb,communication
fumes,C1,,noun,
fun,A1,PLEASURE,adjective | noun,people: personality
function,B2,PURPOSE,noun | verb,
functional,B2,,adjective,
fund,C1,MONEY,noun | verb,money
fundamental,C2,,adjective,
fundamentally,C2,,adverb,
funding,C1,,noun,money
funds,C1,,phrase,money
funeral,B2,,noun,relationships
funny,A1,MAKING YOU LAUGH,adjective,people: personality
fur,B1,,noun,animals
furious,B2,,adjective,people: personality
furiously,B2,,adverb,people: personality
furnished,C1,,adjective,
furniture,A2,,noun,buildings
further,A2,,adjective | adverb | verb,
furthermore,B2,,adverb,communication
furthest,B1,,adverb,
fury,C2,,noun,people: personality
fuss,C1,,noun,people: personality
fussy,C2,CAREFUL | NOT LIKING,adjective,people: personality
future,B1,SUCCESS,adjective | noun,
gadget,C1,,noun,
gain,B1,GET | INCREASE,noun | verb,
gallery,B1,,noun,arts and media
gamble,C2,RISK MONEY,noun | verb,
gambling,B2,,noun,
game,A2,OCCASION,None | noun,None | shopping
games,C2,IDIOM,,
gang,B2,CRIMINALS | YOUNG PEOPLE,noun,crime | relationships
gap,B2,ABSENT THING | DIFFERENCE | SPACE | TIME,noun,
garage,A2,BUILDING,noun,buildings | travel
garbage,B1,THINGS THROWN AWAY,noun,
garden,A1,LAND,noun,buildings
gardener,B2,,noun,
gardening,B2,,noun,
garlic,A2,,noun,food and drink
garment,C1,,noun,
gas,A2,LIQUID FUEL,noun,natural world | travel
gasoline,B2,,noun,travel
gasp,C2,BREATHE WITH DIFFICULTY | MAKE NOISE,noun | verb,
gate,A2,STRUCTURE,noun,buildings | travel
gather,B2,COLLECT | COME TOGETHER,verb,people: actions
gathering,C1,,noun,
gay,B1,,adjective,relationships
gaze,C2,,noun,people: actions
gear,B2,EQUIPMENT | VEHICLE PART,noun,clothes | travel
gender,B2,GRAMMAR | SEX,noun,people: appearance
gene,C1,,noun,body and health
general,B1,NOT DETAILED,adjective,
generalization,C1,,noun,
generalize,C1,,verb,
generally,B1,USUALLY,adverb | None,communication | None
generate,B2,CREATE | MAKE ENERGY,verb,technology
generation,B1,PEOPLE,noun,people: personality | relationships | technology
generosity,B2,,noun,people: personality
generous,B1,WILLING TO GIVE,adjective,people: personality
generously,B2,,adverb,people: personality
genetic,C1,,adjective,body and health
genetically,C1,,,
genetics,B2,,noun,body and health | education
genius,C1,PERSON,noun,
gentle,B1,KIND | NOT STRONG,adjective,describing things | people: personality
gentleman,B2,,noun,people: personality
gently,B2,,adverb,people: personality
genuine,B2,REAL,adjective,describing things | people: personality
genuinely,B2,,adverb,
geography,A2,,noun,natural world
geology,C1,,noun,education | natural world
germ,C1,DISEASE,noun,body and health
gerund,C1,,noun,
gesture,C1,ACTION | MOVEMENT,noun | verb,
get,A1,OBTAIN | RECEIVE,None | verb,None | people: actions | shopping
getting,C1,,,communication
ghost,B1,,noun,
giant,B1,,adjective | noun,describing things | work
gift,A2,THING GIVEN,noun,
gifted,C1,,adjective,people: personality
giggle,C2,,verb,people: actions
giraffe,B1,,noun,animals
girl,A1,,noun,people: appearance
girlfriend,A2,FRIEND | PARTNER,noun,relationships
girls,B1,,,
give,A1,PROVIDE,verb,communication | money | people: actions | shopping
give-and-take,C2,,noun,
glad,A2,HAPPY,adjective,people: personality
glamour,C1,,noun,
glance,B2,LOOK,noun,people: actions
glare,C2,LIGHT | LOOK,noun | verb,people: actions
glass,A1,CONTAINER | SUBSTANCE,noun,describing things | food and drink
glasses,A1,,noun,clothes
glimpse,C1,,noun,
global,B2,,adjective,natural world
globalization,C1,,noun,
globally,B2,,adverb,natural world
globe,C2,,,
gloom,C2,,,
glory,C1,PRAISE | QUALITY,noun,
glove,A2,,noun,clothes
glow,C2,LIGHT | SKIN,noun | verb,
glue,C2,STICK,noun | verb,
glued,C2,,,
go,A1,DO SOMETHING,None | verb,None | technology | travel
goal,A2,AREA | POINT,noun,shopping
goalkeeper,B1,,noun,shopping
goat,B1,,noun,animals
god,A2,,noun | phrase,
goes,B2,,,communication
going,A2,,,None
gold,A2,COLOR | METAL,adjective | noun,describing things | natural world
golden,A2,COLOR | METAL,adjective,describing things | natural world
golf,A2,,noun,shopping
good,A1,HEALTHY | HIGH QUALITY | KIND | PLEASANT | PLEASED | SUCCESSFUL,adjective | None | noun,body and health | communication | describing things | None | people: personality
good-looking,A2,,adjective,people: appearance
goodbye,A1,,exclamation,communication
goodness,C2,,noun,
goods,B2,,noun,shopping
google,B2,,verb,technology
gorgeous,B1,,adjective,
gosh,B1,,,communication
gossip,B2,,noun | verb,communication
got,A2,,,None
govern,B2,,verb,people: actions | politics
government,B1,GROUP,noun,politics
grab,B1,TAKE WITH HAND,verb,people: actions
grace,C1,MOVEMENT,noun | verb,
graceful,C2,POLITE,adjective | None,None | people: personality
grade,A2,SCHOOL,noun | verb,describing things | education
gradual,B2,,adjective,
gradually,B2,,adverb,
graduate,A2,,noun | verb,education
graduation,B1,CEREMONY | COMPLETION,noun,education
grain,C2,PIECE | QUALITY | SEED,noun,food and drink
gram,A2,,noun,describing things
grammar,A2,,noun,communication
grammatical,C2,,adjective,communication
grand,C1,,adjective,
grandchild,A2,,noun,relationships
granddad,A2,,noun,relationships
granddaughter,A2,,noun,relationships
grandfather,A2,,noun,relationships
grandma,A2,,noun,relationships
grandmother,A2,,noun,relationships
grandpa,A2,,noun,relationships
grandparent,A2,,noun,relationships
grandson,A2,,noun,relationships
granny,A2,,noun,relationships
grant,B2,GIVE,noun | verb,communication | money
granted,B2,,,
grape,A2,,noun,food and drink
graph,B2,,noun,communication
graphics,B1,,noun,arts and media
grasp,C1,HOLD | UNDERSTAND,noun | verb,people: actions
grass,A1,,noun,natural world
grateful,B1,,adjective,people: personality
grave,B2,,noun,
gray,A1,COLOR,adjective | noun,describing things
great,A1,EXCELLENT,adjective,communication | describing things
greatly,B2,,adverb,communication
greatness,B2,,noun,people: personality
greed,C1,,noun,
greedy,B2,,adjective,people: personality
green,A1,COLOR,adjective | noun,describing things | natural world
greet,B1,WELCOME,verb,communication
greeting,B1,,noun,communication
grief,B2,SADNESS,noun,people: personality
grill,B1,,noun | verb,food and drink
grilled,A2,,adjective,food and drink
grim,C2,BAD | SERIOUS | UNPLEASANT,adjective,describing things | people: personality
grin,C2,SMILE,noun | verb,people: actions
grip,B2,HOLD,noun | verb,people: actions
gripping,C1,,adjective,
grips,C2,IDIOM,,
grit,C2,IDIOM,,
groan,C2,,noun | verb,communication
groceries,B1,,noun,food and drink | shopping
grocery,A2,,,food and drink | shopping
groom,B1,,noun,relationships
gross,C1,SERIOUS | TOTAL | UNPLEASANT,adjective,money
ground,B2,SOIL,noun,natural world
grounds,C2,LAND | REASON,noun,
group,A1,MUSIC | SET,noun | verb,arts and media
grow,A2,DEVELOP | PLANT,verb,natural world | people: appearance
growing,B2,,adjective,describing things
grown-up,B2,,adjective | noun,people: appearance
growth,B2,,noun,
grumpy,C1,,adjective,
guarantee,B2,,noun | verb,communication | shopping
guard,B1,PERSON WHO PROTECTS,noun | verb,people: actions | work
guess,B1,,None | noun,communication | None
guest,A2,HOTEL | VISITOR,noun,arts and media | relationships | travel
guidance,B2,,noun,communication
guide,A2,PERSON,noun | verb,people: actions | travel | work
guidebook,A2,,noun,travel
guideline,C1,,noun,communication
guidelines,None,None,,None
guilt,B2,FEELING | ILLEGAL,noun,crime | people: personality
guilty,B1,FEELING,adjective,crime | people: personality
guitar,A1,,noun,arts and media
guitarist,B1,,noun,arts and media | work
gulf,B2,WATER,noun,
gum,B2,MOUTH | SWEET,noun,body and health | food and drink
gun,B1,,noun,
guts,B2,BRAVERY,noun,people: personality
guy,A2,,noun,people: appearance
guys,B1,,phrase,
gym,A2,BUILDING | CLASS,noun,buildings | education
gymnastic,B2,,adjective,shopping
gymnastics,B1,,noun,shopping
habit,B1,REGULAR ACTIVITY,noun,body and health | people: actions
habitat,C1,,noun,natural world
had,C1,,,
hail,C2,CALL | ICE | PRAISE,noun | verb,natural world
hair,A1,ON HEAD,noun,body and health | people: appearance
haircut,B1,,noun,people: appearance
hairdresser,B1,,noun,people: appearance | work
hairstylist,B1,,noun,people: appearance | work
half,A2,PART,adverb | noun,describing things
half-price,A2,,adjective,money | shopping
hall,A2,BUILDING | ENTRANCE,noun,buildings
ham,A2,,noun,food and drink
hammer,B2,,noun,
hand,A1,BODY PART,noun | verb,body and health | people: actions
handball,A2,,noun,
handful,B2,,,describing things
handheld,C1,,adjective,technology
handkerchief,B1,,noun,
handle,B1,DEAL WITH,noun | verb,people: actions
handout,B2,,noun,communication
hands,B1,,,communication | people: actions
handsome,B1,ATTRACTIVE,adjective,people: appearance
handwriting,B1,,noun,communication
handy,C2,USEFUL,adjective,
hang,B1,FASTEN,verb,crime | people: actions
happen,A2,HAVE EXISTENCE | RESULT,verb,
happens,C1,,,
happier,None,None,,None
happily,B1,HAPPY,adverb,people: personality
happiness,B1,,noun,people: personality
happy,A1,PLEASED,adjective,people: personality
harassment,C1,,noun,
harbor,B1,,noun,travel
hard,A1,DIFFICULT | USING EFFORT,adjective | adverb,describing things
hard-working,B2,,adjective,
hardly,B1,ALMOST NOT,adverb,communication
hardship,C1,,noun,
hardware,B1,,noun,technology
harm,B2,,noun | verb,people: actions
harmful,B2,,adjective,describing things
harmless,B2,,adjective,describing things
harmony,B2,PEACE,noun,arts and media | people: personality | relationships
harsh,C1,CRUEL | TOO STRONG | UNPLEASANT,adjective,describing things | people: personality
harshly,C2,,adverb,
harvest,B2,,noun,natural world
hat,A1,,noun,clothes
hate,A2,,noun | verb,people: personality
hatred,C1,,noun,people: personality
haul,C2,AMOUNT,noun | verb,people: actions
haunt,B2,GHOST,None | verb,None
